{1,0,0,0,0,1,0,0,0,0,1,0,-199.604,-147.201,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,498.295,88.6947,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-279.834,127.563,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,416.87,132.508,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,531.786,-26.4004,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-286.644,-96.9107,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-255.629,-153.24,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-299.086,15.9433,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-270.795,-116.135,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,410.536,-157.562,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-262.525,-141.4,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,467.214,102.266,22.3265,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-199.954,155.657,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,167.318,164.131,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-172.288,-136.997,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,531.223,49.012,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,570.681,62.9655,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,454.503,-127.037,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-125.863,-152.682,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-300.307,90.1927,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-24.0675,-149.609,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-356.759,-24.6387,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,554.013,-43.561,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-6.23655,-152.463,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-132.23,-164.255,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,424.554,125.321,22.3265,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-277.335,93.593,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,413.399,-150.76,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-288.652,-84.3881,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,97.8687,-159.364,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-298.608,118.873,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-61.6787,-163.237,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,33.0684,-159.759,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-191.483,150.451,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,195.178,142.534,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,371.779,143.726,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-271.897,-125.931,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,10.1717,-137.957,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,409.334,137.024,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,422.182,-161.355,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,381.313,-154.587,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-329.984,95.253,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,132.843,-158.515,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,506.004,104.233,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,291.794,-164.07,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-299.373,108.735,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-179.294,165.546,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-147.923,-153.12,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-253.052,-96.5081,22.3265,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-316.715,76.5001,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-162,149.41,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,562.706,51.7343,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-265.607,-101.196,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,540.338,48.0644,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,104.811,143.921,28.0748,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-184.02,-153.125,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,554.326,-24.1367,33.8232,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-344.645,-31.5193,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,170.735,-147.635,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-304.108,-98.4165,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,492.586,144.484,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,471.969,-129.588,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,509.407,-43.8884,22.3265,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-325.604,-73.8908,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,472.637,-109.273,25.2007,1}
{1,0,0,0,0,1,0,0,0,0,1,0,231.471,132.963,22.3265,1}
{1,0,0,0,0,1,0,0,0,0,1,0,356.527,164.156,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,478.334,125.556,30.949,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-359.158,15.0268,39.499,1}
{1,0,0,0,0,1,0,0,0,0,1,0,-100.596,157.942,36.6974,1}
{1,0,0,0,0,1,0,0,0,0,1,0,468.181,122.337,28.0748,1}
